fid,INSEE_COM,NOM_COM,IRIS,CODE_IRIS,NOM_IRIS,TYP_IRIS,mapped,pop_cov,area_cov
835,29250,Saint-Hernin,0,292500000,Saint-Hernin,Z,834,0.1599,0.146
836,29251,Saint-Jean-du-Doigt,0,292510000,Saint-Jean-du-Doigt,Z,835,0.0217,0.0136
837,29252,Saint-Jean-Trolimon,0,292520000,Saint-Jean-Trolimon,Z,836,0.8845,0.974
838,29254,Saint-Martin-des-Champs,0,292540000,Saint-Martin-des-Champs,Z,837,0.972,0.9922
839,29255,Saint-Méen,0,292550000,Saint-Méen,Z,838,0.2484,0.3401
840,29256,Saint-Nic,0,292560000,Saint-Nic,Z,839,0.1176,0.1231
841,29257,Saint-Pabu,0,292570000,Saint-Pabu,Z,840,0.9377,0.9344
842,29259,Saint-Pol-de-Léon,101,292590101,Centre Ville,H,841,1,1
843,29259,Saint-Pol-de-Léon,102,292590102,Zone Urbaine et Nord,H,842,0.8738,0.8522
844,29259,Saint-Pol-de-Léon,103,292590103,Zone Rurale Ouest et Sud,H,843,0.9908,0.9766
845,29260,Saint-Renan,101,292600101,Peripherie,D,844,0.4577,0.4877
846,29260,Saint-Renan,103,292600103,Centre Ville,H,845,0.9746,0.9683
847,29260,Saint-Renan,102,292600102,Quartiers Nord,H,846,0.9633,0.9634
848,29260,Saint-Renan,104,292600104,Quartiers Sud,H,847,0.843,0.8376
849,29261,Saint-Rivoal,0,292610000,Saint-Rivoal,Z,848,0.0361,0.025
850,29262,Saint-Sauveur,0,292620000,Saint-Sauveur,Z,849,0.9182,0.9353
851,29263,Saint-Ségal,0,292630000,Saint-Ségal,Z,850,0.9188,0.9146
852,29264,Saint-Servais,0,292640000,Saint-Servais,Z,851,0.0104,0.015
853,29265,Sainte-Sève,0,292650000,Sainte-Sève,Z,852,0.9895,0.9894
854,29266,Saint-Thégonnec,0,292660000,Saint-Thégonnec,Z,853,0.8733,0.9589
855,29267,Saint-Thois,0,292670000,Saint-Thois,Z,854,0.4227,0.2754
856,29268,Saint-Thonan,0,292680000,Saint-Thonan,Z,855,0.9809,0.9953
857,29269,Saint-Thurien,0,292690000,Saint-Thurien,Z,856,0.3448,0.3623
858,29270,Saint-Urbain,0,292700000,Saint-Urbain,Z,857,0.2884,0.2508
859,29271,Saint-Vougay,0,292710000,Saint-Vougay,Z,858,0.9159,0.9672
860,29272,Saint-Yvi,0,292720000,Saint-Yvi,Z,859,0.9818,0.9899
861,29273,Santec,0,292730000,Santec,Z,860,0.6675,0.6855
862,29274,Scaër,101,292740101,Nord,H,861,0.7877,0.8212
863,29274,Scaër,102,292740102,Sud,H,862,0.8695,0.899
864,29275,Scrignac,0,292750000,Scrignac,Z,863,0.1046,0.1135
865,29276,Sibiril,0,292760000,Sibiril,Z,864,0.5746,0.6211
866,29277,Sizun,0,292770000,Sizun,Z,865,0.8994,0.9154
867,29278,Spézet,0,292780000,Spézet,Z,866,0.1642,0.1353
868,29279,Taulé,0,292790000,Taulé,Z,867,0.752,0.7625
869,29280,Telgruc-sur-Mer,0,292800000,Telgruc-sur-Mer,Z,868,0.9087,0.8987
870,29281,Tourch,0,292810000,Tourch,Z,869,0.3534,0.2574
871,29282,Trébabu,0,292820000,Trébabu,Z,870,0.9176,0.9608
872,29284,Treffiagat,0,292840000,Treffiagat,Z,871,1,1
873,29285,Tréflaouénan,0,292850000,Tréflaouénan,Z,872,0.7034,0.6959
874,29286,Tréflévénez,0,292860000,Tréflévénez,Z,873,0.0917,0.1702
875,29287,Tréflez,0,292870000,Tréflez,Z,874,0.6605,0.7041
876,29288,Trégarantec,0,292880000,Trégarantec,Z,875,0.6884,0.6897
877,29289,Trégarvan,0,292890000,Trégarvan,Z,876,0.1316,0.1198
878,29290,Tréglonou,0,292900000,Tréglonou,Z,877,0.8111,0.8339
879,29291,Trégourez,0,292910000,Trégourez,Z,878,0.6332,0.5918
880,29292,Tréguennec,0,292920000,Tréguennec,Z,879,0.2535,0.179
881,29293,Trégunc,102,292930102,Nord,H,880,0.9667,0.9548
882,29293,Trégunc,101,292930101,Sud,H,881,0.8598,0.8374
883,29294,Le Tréhou,0,292940000,Le Tréhou,Z,882,0.0912,0.1016
884,29295,Trémaouézan,0,292950000,Trémaouézan,Z,883,0.806,0.7977
885,29296,Tréméoc,0,292960000,Tréméoc,Z,884,0.2961,0.2175
886,29297,Tréméven,0,292970000,Tréméven,Z,885,0.9642,0.9691
887,29298,Tréogat,0,292980000,Tréogat,Z,886,0.8309,0.9318
888,29299,Tréouergat,0,292990000,Tréouergat,Z,887,0.6667,0.6825
889,29300,Le Trévoux,0,293000000,Le Trévoux,Z,888,0.9111,0.9204
890,29301,Trézilidé,0,293010000,Trézilidé,Z,889,0.8703,0.8915
891,29302,Pont-de-Buis-lès-Quimerch,0,293020000,Pont-de-Buis-lès-Quimerch,Z,890,0.9742,0.977
892,35001,Acigné,101,350010101,Ouest,H,891,0.9655,0.9869
893,35001,Acigné,102,350010102,Est,H,892,0.9852,0.984
894,35002,Amanlis,0,350020000,Amanlis,Z,893,0.9403,0.934
895,35003,Andouillé-Neuville,0,350030000,Andouillé-Neuville,Z,894,0.2945,0.3297
896,35004,Antrain,0,350040000,Antrain,Z,895,1,1
897,35005,Arbrissel,0,350050000,Arbrissel,Z,896,0.2222,0.2194
898,35006,Argentré-du-Plessis,0,350060000,Argentré-du-Plessis,Z,897,0.9552,0.965
899,35007,Aubigné,0,350070000,Aubigné,Z,898,0.1028,0.1361
900,35008,Availles-sur-Seiche,0,350080000,Availles-sur-Seiche,Z,899,0.3009,0.2463
901,35009,Baguer-Morvan,0,350090000,Baguer-Morvan,Z,900,0.4429,0.4628
902,35010,Baguer-Pican,0,350100000,Baguer-Pican,Z,901,0.323,0.3314
903,35011,Baillé,0,350110000,Baillé,Z,902,0.1022,0.1298
904,35012,Bain-de-Bretagne,101,350120101,Urbain,H,903,0.8909,0.8899
905,35012,Bain-de-Bretagne,102,350120102,Rural,H,904,0.9566,0.953
906,35013,Bains-sur-Oust,0,350130000,Bains-sur-Oust,Z,905,0.7747,0.7538
907,35014,Bais,0,350140000,Bais,Z,906,0.9798,0.9943
908,35015,Balazé,0,350150000,Balazé,Z,907,0.9965,0.9928
909,35016,Baulon,0,350160000,Baulon,Z,908,0.6308,0.6742
910,35017,La Baussaine,0,350170000,La Baussaine,Z,909,0.5718,0.5181
911,35018,La Bazouge-du-Désert,0,350180000,La Bazouge-du-Désert,Z,910,0.434,0.5062
912,35019,Bazouges-la-Pérouse,0,350190000,Bazouges-la-Pérouse,Z,911,0.0682,0.0446
913,35021,Beaucé,0,350210000,Beaucé,Z,912,0.9987,0.9985
914,35022,Bécherel,0,350220000,Bécherel,Z,913,1,0.985
915,35023,Bédée,0,350230000,Bédée,Z,914,0.9724,0.9652
916,35024,Betton,104,350240104,Est,H,915,0.2882,0.4039
917,35024,Betton,102,350240102,Centre,H,916,0.1061,0.094
918,35024,Betton,101,350240101,Ouest,H,917,0.1403,0.1347
919,35024,Betton,103,350240103,Entre Canal et Voie Ferree,H,918,0.0533,0.0448
920,35025,Billé,0,350250000,Billé,Z,919,0.7504,0.7704
921,35026,Bléruais,0,350260000,Bléruais,Z,920,0.1129,0.0698
922,35027,Boisgervilly,0,350270000,Boisgervilly,Z,921,0.9192,0.8987
923,35028,Boistrudan,0,350280000,Boistrudan,Z,922,0.3179,0.2838
924,35029,Bonnemain,0,350290000,Bonnemain,Z,923,0.7955,0.8151
925,35030,La Bosse-de-Bretagne,0,350300000,La Bosse-de-Bretagne,Z,924,0.1655,0.2654
926,35031,La Bouëxière,0,350310000,La Bouëxière,Z,925,0.9131,0.8871
927,35032,Bourgbarré,0,350320000,Bourgbarré,Z,926,0.9783,0.9804
928,35033,Bourg-des-Comptes,0,350330000,Bourg-des-Comptes,Z,927,0.6314,0.602
929,35034,La Boussac,0,350340000,La Boussac,Z,928,0.0409,0.058
930,35035,Bovel,0,350350000,Bovel,Z,929,0.1092,0.1254
931,35037,Bréal-sous-Montfort,0,350370000,Bréal-sous-Montfort,Z,930,0.9614,0.9473
932,35038,Bréal-sous-Vitré,0,350380000,Bréal-sous-Vitré,Z,931,0.9824,0.9873
933,35039,Brécé,0,350390000,Brécé,Z,932,0.8505,0.8625
934,35040,Breteil,0,350400000,Breteil,Z,933,0.9888,0.9892
935,35041,Brie,0,350410000,Brie,Z,934,0.2257,0.1617
936,35042,Brielles,0,350420000,Brielles,Z,935,0.9734,0.9859
937,35044,Broualan,0,350440000,Broualan,Z,936,0,0
938,35045,Bruc-sur-Aff,0,350450000,Bruc-sur-Aff,Z,937,0.2738,0.2613
939,35046,Les Brulais,0,350460000,Les Brulais,Z,938,0.3084,0.3143
940,35047,Bruz,102,350470102,Bruz Centre Sud Est,H,939,0.4094,0.4682
941,35047,Bruz,104,350470104,Bruz Ouest,H,940,0.5257,0.5177
942,35047,Bruz,105,350470105,Bruz Nord,H,941,0.491,0.4405
943,35047,Bruz,101,350470101,Bruz Centre Nord,H,942,0.935,0.9582
944,35047,Bruz,103,350470103,Bruz Centre Sud Ouest,H,943,0.1892,0.273
945,35047,Bruz,106,350470106,Bruz Est,H,944,0.674,0.7168
946,35048,Campel,0,350480000,Campel,Z,945,0.4804,0.339
947,35049,Cancale,102,350490102,Rural,H,946,0.8434,0.833
948,35049,Cancale,101,350490101,Bourg,H,947,0.4096,0.3976
949,35050,Cardroc,0,350500000,Cardroc,Z,948,0.2251,0.2517
950,35051,Cesson-Sévigné,203,350510203,Cesson-Sévigné LA BOULAIS- BELLEVUE,H,949,1,1
951,35051,Cesson-Sévigné,105,350510105,Cesson-Sévigné RURAL SUD,D,950,1,1
952,35051,Cesson-Sévigné,101,350510101,Cesson-Sévigné CENTRE,H,951,1,1
953,35051,Cesson-Sévigné,202,350510202,Cesson-Sévigné RURAL NORD,D,952,1,1
954,35051,Cesson-Sévigné,104,350510104,Cesson-Sévigné ZONE INDUSTRIELLE,A,953,1,1
955,35051,Cesson-Sévigné,201,350510201,Cesson-Sévigné RURAL EST,D,954,1,1
956,35051,Cesson-Sévigné,103,350510103,Cesson-Sévigné COESMES,H,955,1,1
957,35051,Cesson-Sévigné,204,350510204,Cesson-Sévigné BOURGCHEVREUIL,H,956,1,1
958,35051,Cesson-Sévigné,102,350510102,Cesson-Sévigné LA HUBLAIS,H,957,1,1
959,35052,Champeaux,0,350520000,Champeaux,Z,958,0.3633,0.3404
960,35053,Chancé,0,350530000,Chancé,Z,959,0.936,0.9444
961,35054,Chanteloup,0,350540000,Chanteloup,Z,960,0.701,0.7055
962,35055,Chantepie,101,350550101,Nord,H,961,0.9995,0.999
963,35055,Chantepie,102,350550102,Est,H,962,0.9422,0.9729
964,35055,Chantepie,103,350550103,Sud et Ouest,H,963,1,1
965,35056,La Chapelle-aux-Filtzméens,0,350560000,La Chapelle-aux-Filtzméens,Z,964,0.0673,0.1434
966,35057,La Chapelle-Bouëxic,0,350570000,La Chapelle-Bouëxic,Z,965,0.2073,0.2712
967,35058,La Chapelle-Chaussée,0,350580000,La Chapelle-Chaussée,Z,966,0.0686,0.0704
968,35059,La Chapelle-des-Fougeretz,0,350590000,La Chapelle-des-Fougeretz,Z,967,0.9725,0.9753
969,35060,La Chapelle-du-Lou,0,350600000,La Chapelle-du-Lou,Z,968,0.1532,0.2133
970,35061,La Chapelle-Erbrée,0,350610000,La Chapelle-Erbrée,Z,969,0.0818,0.129
971,35062,La Chapelle-Janson,0,350620000,La Chapelle-Janson,Z,970,0.787,0.7727
972,35063,La Chapelle-Saint-Aubert,0,350630000,La Chapelle-Saint-Aubert,Z,971,0.4663,0.4846
973,35064,La Chapelle-de-Brain,0,350640000,La Chapelle-de-Brain,Z,972,0.2457,0.2307
974,35065,La Chapelle-Thouarault,0,350650000,La Chapelle-Thouarault,Z,973,0.8942,0.9005
975,35066,Chartres-de-Bretagne,101,350660101,Centre Est,H,974,0.9956,0.994
976,35066,Chartres-de-Bretagne,102,350660102,Centre Ouest,H,975,0.9424,0.9291
977,35066,Chartres-de-Bretagne,104,350660104,Rural Est,D,976,1,0.9946
978,35066,Chartres-de-Bretagne,103,350660103,Rural Ouest-La Janais,A,977,1,1
979,35067,Chasné-sur-Illet,0,350670000,Chasné-sur-Illet,Z,978,1,1
980,35068,Châteaubourg,0,350680000,Châteaubourg,Z,979,0.9871,0.9788
981,35069,Châteaugiron,101,350690101,Sud,H,980,0.8795,0.897
982,35069,Châteaugiron,102,350690102,Nord,H,981,0.3662,0.4504
983,35070,Châteauneuf-d'Ille-et-Vilaine,0,350700000,Châteauneuf-d'Ille-et-Vilaine,Z,982,1,1
984,35071,Le Châtellier,0,350710000,Le Châtellier,Z,983,0.9023,0.8771
985,35072,Châtillon-en-Vendelais,0,350720000,Châtillon-en-Vendelais,Z,984,0.833,0.8338
986,35075,Chauvigné,0,350750000,Chauvigné,Z,985,0.2554,0.2465
987,35076,Chavagne,0,350760000,Chavagne,Z,986,0.816,0.8467
988,35077,Chelun,0,350770000,Chelun,Z,987,0.0569,0.1276
989,35078,Cherrueix,0,350780000,Cherrueix,Z,988,0.1616,0.1733
990,35079,Chevaigné,0,350790000,Chevaigné,Z,989,0.0988,0.0918
991,35080,Cintré,0,350800000,Cintré,Z,990,0.9601,0.9604
992,35081,Clayes,0,350810000,Clayes,Z,991,0.4112,0.4778
993,35082,Coësmes,0,350820000,Coësmes,Z,992,0.9657,0.9868
994,35083,Coglès,0,350830000,Coglès,Z,993,0.7698,0.7945
995,35084,Comblessac,0,350840000,Comblessac,Z,994,0.5013,0.5521
996,35085,Combourg,0,350850000,Combourg,Z,995,0.4645,0.4505
997,35086,Combourtillé,0,350860000,Combourtillé,Z,996,0.1492,0.1931
998,35087,Cornillé,0,350870000,Cornillé,Z,997,1,1
999,35088,Corps-Nuds,0,350880000,Corps-Nuds,Z,998,0.9451,0.934
1000,35089,La Couyère,0,350890000,La Couyère,Z,999,0.7519,0.75
1001,35090,Crevin,0,350900000,Crevin,Z,1000,0.9577,0.9521
1002,35091,Le Crouais,0,350910000,Le Crouais,Z,1001,0.3824,0.4692
1003,35092,Cuguen,0,350920000,Cuguen,Z,1002,0,0.0015
1004,35093,Dinard,105,350930105,Zone Industrielle,A,1003,1,1
1005,35093,Dinard,101,350930101,Port Blanc-St Enogat La Malouine,H,1004,1,1
1006,35093,Dinard,103,350930103,Pival-St Alexandre-Ville Mauny,H,1005,1,1
1007,35093,Dinard,102,350930102,Centre Ville,H,1006,1,1
1008,35093,Dinard,104,350930104,Gare-La Saudrais-La Vicomte,H,1007,0.9892,0.9887
1009,35094,Dingé,0,350940000,Dingé,Z,1008,0.2798,0.2908
1010,35095,Dol-de-Bretagne,0,350950000,Dol-de-Bretagne,Z,1009,0.9842,0.9832
1011,35096,Domagné,0,350960000,Domagné,Z,1010,0.9641,0.9614
1012,35097,Domalain,0,350970000,Domalain,Z,1011,0.9461,0.9323
1013,35098,La Dominelais,0,350980000,La Dominelais,Z,1012,0.4461,0.4652
1014,35099,Domloup,0,350990000,Domloup,Z,1013,0.8547,0.9
1015,35100,Dompierre-du-Chemin,0,351000000,Dompierre-du-Chemin,Z,1014,0.1258,0.1098
1016,35101,Dourdain,0,351010000,Dourdain,Z,1015,0.4225,0.5293
1017,35102,Drouges,0,351020000,Drouges,Z,1016,0.2235,0.2458
1018,35103,Eancé,0,351030000,Eancé,Z,1017,0.0957,0.1713
1019,35104,Epiniac,0,351040000,Epiniac,Z,1018,0.0689,0.0543
1020,35105,Erbrée,0,351050000,Erbrée,Z,1019,0.3241,0.4134
1021,35106,Ercé-en-Lamée,0,351060000,Ercé-en-Lamée,Z,1020,0.2407,0.2128
1022,35107,Ercé-près-Liffré,0,351070000,Ercé-près-Liffré,Z,1021,0.189,0.274
1023,35108,Essé,0,351080000,Essé,Z,1022,0.9296,0.9624
1024,35109,Étrelles,0,351090000,Étrelles,Z,1023,0.9965,0.9978
1025,35110,Feins,0,351100000,Feins,Z,1024,0.4614,0.4965
1026,35111,Le Ferré,0,351110000,Le Ferré,Z,1025,0.6953,0.6188
1027,35112,Fleurigné,0,351120000,Fleurigné,Z,1026,0.6707,0.6134
1028,35113,La Fontenelle,0,351130000,La Fontenelle,Z,1027,0.7571,0.7986
1029,35114,Forges-la-Forêt,0,351140000,Forges-la-Forêt,Z,1028,0.2794,0.2235
1030,35115,Fougères,108,351150108,Montaubert-Urbanistes,H,1029,1,1
1031,35115,Fougères,109,351150109,Rille-Saint Sulpice,H,1030,1,1
1032,35115,Fougères,110,351150110,Madeleine-Sermandiere,H,1031,0.9383,0.966
1033,35115,Fougères,106,351150106,Cotterets,H,1032,1,1
1034,35115,Fougères,103,351150103,Chattiere-Ine,H,1033,0.9895,0.986
1035,35115,Fougères,107,351150107,Forairie,H,1034,1,1
1036,35115,Fougères,104,351150104,Orieres-Ecartelee,H,1035,1,1
1037,35115,Fougères,102,351150102,Bonabry-Gare,H,1036,1,1
1038,35115,Fougères,105,351150105,Bonabry-Paron,H,1037,1,1
1039,35115,Fougères,101,351150101,Haute Ville,H,1038,1,1
1040,35116,La Fresnais,0,351160000,La Fresnais,Z,1039,0.9965,0.9977
1041,35117,Gaël,0,351170000,Gaël,Z,1040,0.9389,0.9054
1042,35118,Gahard,0,351180000,Gahard,Z,1041,0.2942,0.3566
1043,35119,Gennes-sur-Seiche,0,351190000,Gennes-sur-Seiche,Z,1042,0.9908,0.9906
1044,35120,Gévezé,0,351200000,Gévezé,Z,1043,0.9128,0.9079
1045,35121,Gosné,0,351210000,Gosné,Z,1044,0.268,0.2957
1046,35122,La Gouesnière,0,351220000,La Gouesnière,Z,1045,0.9458,0.9525
1047,35123,Goven,0,351230000,Goven,Z,1046,0.9341,0.9269
1048,35124,Grand-Fougeray,0,351240000,Grand-Fougeray,Z,1047,0.8529,0.9188
1049,35125,La Guerche-de-Bretagne,0,351250000,La Guerche-de-Bretagne,Z,1048,0.9319,0.9373
1050,35126,Guichen,101,351260101,Guichen Bourg,H,1049,0.9774,0.9794
1051,35126,Guichen,102,351260102,Pont Rean-Le Boel,H,1050,0.9244,0.9205
1052,35126,Guichen,103,351260103,Habitat Epars,H,1051,0.9336,0.9376
1053,35127,Guignen,0,351270000,Guignen,Z,1052,0.6104,0.6705
1054,35128,Guipel,0,351280000,Guipel,Z,1053,0.2806,0.1863
1055,35129,Guipry,0,351290000,Guipry,Z,1054,0.9174,0.8751
1056,35130,Hédé-Bazouges,0,351300000,Hédé-Bazouges,Z,1055,0.8244,0.8382
1057,35131,L'Hermitage,0,351310000,L'Hermitage,Z,1056,0.9068,0.9026
1058,35132,Hirel,0,351320000,Hirel,Z,1057,0.998,0.9976
1059,35133,Iffendic,0,351330000,Iffendic,Z,1058,0.8515,0.8219
1060,35134,Les Iffs,0,351340000,Les Iffs,Z,1059,0.284,0.355
1061,35135,Irodouër,0,351350000,Irodouër,Z,1060,0.9961,0.996
1062,35136,Janzé,101,351360101,Ouest,H,1061,0.7336,0.7517
1063,35136,Janzé,102,351360102,Est,H,1062,0.3999,0.3846
1064,35137,Javené,0,351370000,Javené,Z,1063,0.9941,0.9974
1065,35138,Laignelet,0,351380000,Laignelet,Z,1064,0.7834,0.7949
1066,35139,Laillé,0,351390000,Laillé,Z,1065,0.2191,0.2142
1067,35140,Lalleu,0,351400000,Lalleu,Z,1066,0.8966,0.9072
1068,35141,Landavran,0,351410000,Landavran,Z,1067,0.4107,0.4536
1069,35142,Landéan,0,351420000,Landéan,Z,1068,0.9673,0.9568
1070,35143,Landujan,0,351430000,Landujan,Z,1069,0.2911,0.4359
1071,35144,Langan,0,351440000,Langan,Z,1070,0.3387,0.3706
1072,35145,Langon,0,351450000,Langon,Z,1071,0.4486,0.4517
1073,35146,Langouet,0,351460000,Langouet,Z,1072,0.35,0.2597
1074,35147,Lanhélin,0,351470000,Lanhélin,Z,1073,1,1
1075,35148,Lanrigan,0,351480000,Lanrigan,Z,1074,0.1818,0.4203
1076,35149,Lassy,0,351490000,Lassy,Z,1075,0.9392,0.952
1077,35150,Lécousse,0,351500000,Lécousse,Z,1076,0.9977,0.9984
1078,35151,Lieuron,0,351510000,Lieuron,Z,1077,0.5181,0.5147
1079,35152,Liffré,101,351520101,Endroit Joli,H,1078,0.9732,0.9678
1080,35152,Liffré,102,351520102,Etangs,H,1079,0.832,0.8788
1081,35152,Liffré,103,351520103,Foret,H,1080,0.7981,0.7559
1082,35153,Lillemer,0,351530000,Lillemer,Z,1081,0.974,0.9602
1083,35154,Livré-sur-Changeon,0,351540000,Livré-sur-Changeon,Z,1082,0.9534,0.9551
1084,35155,Lohéac,0,351550000,Lohéac,Z,1083,0.967,0.9773
1085,35156,Longaulnay,0,351560000,Longaulnay,Z,1084,0.8765,0.8655
1086,35157,Le Loroux,0,351570000,Le Loroux,Z,1085,0.6596,0.8155
1087,35158,Le Lou-du-Lac,0,351580000,Le Lou-du-Lac,Z,1086,0.1875,0.2568
1088,35159,Lourmais,0,351590000,Lourmais,Z,1087,0.9048,0.8857
1089,35160,Loutehel,0,351600000,Loutehel,Z,1088,0.6794,0.5902
1090,35161,Louvigné-de-Bais,0,351610000,Louvigné-de-Bais,Z,1089,0.8905,0.904
1091,35162,Louvigné-du-Désert,0,351620000,Louvigné-du-Désert,Z,1090,0.9059,0.9215
1092,35163,Luitré,0,351630000,Luitré,Z,1091,0.1751,0.179
1093,35164,Marcillé-Raoul,0,351640000,Marcillé-Raoul,Z,1092,0,0
1094,35165,Marcillé-Robert,0,351650000,Marcillé-Robert,Z,1093,0.122,0.1067
1095,35166,Marpiré,0,351660000,Marpiré,Z,1094,0.1162,0.0995
1096,35167,Martigné-Ferchaud,0,351670000,Martigné-Ferchaud,Z,1095,0.8952,0.9095
1097,35168,Maure-de-Bretagne,0,351680000,Maure-de-Bretagne,Z,1096,0.7499,0.729
1098,35169,Maxent,0,351690000,Maxent,Z,1097,0.8241,0.7949
1099,35170,Mecé,0,351700000,Mecé,Z,1098,0.1787,0.1773
1100,35171,Médréac,0,351710000,Médréac,Z,1099,0.088,0.1422
1101,35172,Meillac,0,351720000,Meillac,Z,1100,0.2573,0.317
1102,35173,Melesse,101,351730101,Agglomeration,H,1101,1,1
1103,35173,Melesse,102,351730102,Hors Agglomeration,H,1102,0.9253,0.9099
1104,35174,Mellé,0,351740000,Mellé,Z,1103,0.3663,0.2434
1105,35175,Mernel,0,351750000,Mernel,Z,1104,0.8505,0.7521
1106,35176,Messac,0,351760000,Messac,Z,1105,0.7223,0.7317
1107,35177,La Mézière,0,351770000,La Mézière,Z,1106,0.2821,0.2802
1108,35178,Mézières-sur-Couesnon,0,351780000,Mézières-sur-Couesnon,Z,1107,0.9354,0.9451
1109,35179,Miniac-Morvan,0,351790000,Miniac-Morvan,Z,1108,0.944,0.9576
1110,35180,Miniac-sous-Bécherel,0,351800000,Miniac-sous-Bécherel,Z,1109,0.8732,0.8692
1111,35181,Le Minihic-sur-Rance,0,351810000,Le Minihic-sur-Rance,Z,1110,0.1396,0.1629
1112,35183,Mondevert,0,351830000,Mondevert,Z,1111,0.4521,0.3908
1113,35184,Montauban-de-Bretagne,0,351840000,Montauban-de-Bretagne,Z,1112,0.6793,0.6875
1114,35185,Montautour,0,351850000,Montautour,Z,1113,0.8824,0.9167
1115,35186,Mont-Dol,0,351860000,Mont-Dol,Z,1114,0.9515,0.9544
1116,35187,Monterfil,0,351870000,Monterfil,Z,1115,0.9354,0.9219
1117,35188,Montfort-sur-Meu,103,351880103,Urbain Est,H,1116,1,1
1118,35188,Montfort-sur-Meu,102,351880102,Urbain Ouest,H,1117,1,1
1119,35188,Montfort-sur-Meu,101,351880101,Rural,D,1118,1,1
1120,35189,Montgermont,0,351890000,Montgermont,Z,1119,0.9133,0.934
1121,35190,Monthault,0,351900000,Monthault,Z,1120,0.4348,0.3206
1122,35191,Montours,0,351910000,Montours,Z,1121,0.9232,0.9339
1123,35192,Montreuil-des-Landes,0,351920000,Montreuil-des-Landes,Z,1122,0.1391,0.0901
1124,35193,Montreuil-le-Gast,0,351930000,Montreuil-le-Gast,Z,1123,0.724,0.774
1125,35194,Montreuil-sous-Pérouse,0,351940000,Montreuil-sous-Pérouse,Z,1124,0.5565,0.5061
1126,35195,Montreuil-sur-Ille,0,351950000,Montreuil-sur-Ille,Z,1125,0.9762,0.9676
1127,35196,Mordelles,103,351960103,Sud-Est,H,1126,1,0.9988
1128,35196,Mordelles,101,351960101,Centre et Ouest,H,1127,0.8009,0.8214
1129,35196,Mordelles,102,351960102,Nord-Est,H,1128,0.9706,0.98
1130,35197,Mouazé,0,351970000,Mouazé,Z,1129,0.2867,0.3387
1131,35198,Moulins,0,351980000,Moulins,Z,1130,0.2901,0.24
1132,35199,Moussé,0,351990000,Moussé,Z,1131,0.3,0.2733
1133,35200,Moutiers,0,352000000,Moutiers,Z,1132,0.3487,0.4608
1134,35201,Muel,0,352010000,Muel,Z,1133,0.2965,0.3466
1135,35202,La Noë-Blanche,0,352020000,La Noë-Blanche,Z,1134,0.3248,0.3582
1136,35203,La Nouaye,0,352030000,La Nouaye,Z,1135,0.8071,0.7778
1137,35204,Nouvoitou,0,352040000,Nouvoitou,Z,1136,0.6945,0.7118
1138,35205,Noyal-sous-Bazouges,0,352050000,Noyal-sous-Bazouges,Z,1137,0,0
1139,35206,Noyal-Châtillon-sur-Seiche,101,352060101,Est,H,1138,0.8655,0.8511
1140,35206,Noyal-Châtillon-sur-Seiche,102,352060102,Ouest,H,1139,0.9955,0.997
1141,35207,Noyal-sur-Vilaine,0,352070000,Noyal-sur-Vilaine,Z,1140,0.9593,0.9608
1142,35208,Orgères,0,352080000,Orgères,Z,1141,0.8697,0.8729
1143,35209,Ossé,0,352090000,Ossé,Z,1142,1,1
1144,35210,Pacé,101,352100101,Est,H,1143,1,1
1145,35210,Pacé,105,352100105,Sud,H,1144,0.7729,0.75
1146,35210,Pacé,102,352100102,Nord,H,1145,0.9633,0.9767
1147,35210,Pacé,103,352100103,Ouest,H,1146,0.7955,0.8115
1148,35211,Paimpont,0,352110000,Paimpont,Z,1147,0.5627,0.581
1149,35212,Pancé,0,352120000,Pancé,Z,1148,0.9967,0.9968
1150,35214,Parcé,0,352140000,Parcé,Z,1149,0.1863,0.1535
1151,35215,Parigné,0,352150000,Parigné,Z,1150,0.7365,0.6626
1152,35216,Parthenay-de-Bretagne,0,352160000,Parthenay-de-Bretagne,Z,1151,0.2161,0.2465
1153,35217,Le Pertre,0,352170000,Le Pertre,Z,1152,0.211,0.1526
1154,35218,Le Petit-Fougeray,0,352180000,Le Petit-Fougeray,Z,1153,0.2114,0.2061
1155,35219,Pipriac,0,352190000,Pipriac,Z,1154,0.8832,0.8901
1156,35220,Piré-sur-Seiche,0,352200000,Piré-sur-Seiche,Z,1155,0.4407,0.4615
1157,35221,Pléchâtel,0,352210000,Pléchâtel,Z,1156,0.8049,0.8479
1158,35222,Pleine-Fougères,0,352220000,Pleine-Fougères,Z,1157,0.9481,0.944
1159,35223,Plélan-le-Grand,0,352230000,Plélan-le-Grand,Z,1158,0.614,0.6925
1160,35224,Plerguer,0,352240000,Plerguer,Z,1159,0.8128,0.7911
1161,35225,Plesder,0,352250000,Plesder,Z,1160,1,0.9976
1162,35226,Pleugueneuc,0,352260000,Pleugueneuc,Z,1161,0.6768,0.621
1163,35227,Pleumeleuc,0,352270000,Pleumeleuc,Z,1162,0.5869,0.6484
1164,35228,Pleurtuit,0,352280000,Pleurtuit,Z,1163,0.8287,0.8278
1165,35229,Pocé-les-Bois,0,352290000,Pocé-les-Bois,Z,1164,0.3804,0.3471
1166,35230,Poilley,0,352300000,Poilley,Z,1165,0.4208,0.3067
1167,35231,Poligné,0,352310000,Poligné,Z,1166,0.8259,0.7456
