Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
59247_002,660839.98,2627032.94,24.3,1122,4.975
59512_011,660914.23,2633503.67,19.3,4442,1.92
58303_003,660928,2222528,17.5,663,0.9475
59239_002,661020,2604459.99,26,3410,22.1675
59456_001,661030.16,2597789.89,31.28,6774,13.29
63113_014,661048.99,2086134.98,7.65,264,0.2975
59010_001,661065.18,2575916.09,33.65,2372,28.02
58303_001,661090.61,2223567.97,24.5,1023,1.5075
59650_009,661095.96,2636072.75,21,1055,2.22
63300_008,661135,2102075,15.3,1527,29.4675
63300_006,661160.17,2098751.8,23,2324,6.0675
58303_004,661163,2224177.34,18,1759,5.395
59512_002,661187.73,2631719.36,21.5,2497,1.195
89408_001,661223.74,2302972.62,36.7,503,42.6075
63113_024,661256.99,2087968.04,16.3,782,1.55
63126_001,661271.48,2076337.63,18,4339,43.465
12145_005,661288,1901288,30.4,7668,45.905
66053_001,661315,1724709,19,2192,48.5025
77405_001,661356,2435731,41.5,1806,34.645
58152_002,661369.04,2205551.91,37,424,58.97
63113_038,661418.99,2090830.29,45.1,2613,4.4675
59299_005,661424.88,2630951.08,37.5,5771,2.0675
59650_004,661455.79,2634828.78,12.78,1355,0.305
80679_001,661568.18,2554822.56,36.6,861,63.3025
59299_004,661578.95,2629511.48,22.2,2589,5.485
63224_001,661590,2097400,18,1171,13.9325
63113_043,661592.19,2089160.57,31,500,2.15
59146_002,661610,2623279.99,25.25,1705,5.5575
58303_002,661639.57,2224072.74,20.1,1677,4.3775
11170_007,661725,1790095.01,19,2645,12.065
58194_002,661734.13,2223058.78,39.6,2520,4.7
58194_003,661860.35,2221839.5,27.15,2147,1.31
03092_001,661908,2160238,22.5,361,32.2875
63014_002,662030.04,2084247.17,26.8,973,6.395
59476_001,662064.63,2573524.66,11.15,1738,16.38
63080_001,662105.98,2064684.81,15.9,1982,47.6675
63164_005,662134,2092808,18.2,2126,4.7175
59367_001,662189.08,2631254.57,21,2962,1.4475
59650_006,662218.54,2635112.21,31.25,4894,4.7775
03118_003,662272.19,2122782.88,30.2,125,16.62
59168_001,662283,2620400.96,36,4292,23.7775
59258_001,662299,2615214.98,22.9,2218,16.4275
58152_001,662300.11,2210826.86,32,701,20.6175
59224_001,662480,2586820,18,2042,21.0075
77109_002,662486,2402710,37.3,838,23.45
58194_008,662490.13,2221628.15,30,3463,2.2075
63272_001,662538.21,2081528.08,18,2263,14.6525
77524_001,662547,2383020.99,26.5,480,23.705
59389_001,662550.74,2569607.9,27,3290,39.8525
58051_001,662593.11,2214868.25,31.5,701,24.2225
02315_001,662594.98,2523973.02,34.3,1584,30.1875
59409_001,662648,2590087,20.6,1760,16.865
58194_007,662666.78,2222620.48,37.4,5105,5.495
59650_002,662696.6,2633999.66,22.3,1895,1.3675
58194_009,662719.24,2221025.82,30.4,1985,2.9625
63113_044,662721.83,2088687.63,31,177,3.93
58278_001,662781.98,2219875.04,18,1744,6.8525
59185_002,662792,2595107.99,37.5,3115,13.1425
59339_003,662816.26,2633033.85,22.6,1544,2.2825
77020_001,662820,2409451,25,528,42.175
63113_035,662926,2085869,15,65,3.3575
02173_004,662944.7,2515993.22,29,3196,33.75
11170_008,663081.22,1790920.75,21.2,2194,67.22
59660_001,663115,2626964.99,18.7,1479,6.4425
03021_001,663270.06,2125771.53,27,710,29.7
59597_001,663323.77,2578715.87,35,2082,20.96
59122_002,663493.02,2575479.55,30,2594,3.3175
15259_001,663522,2016256,27,209,51.4675
02521_001,663583,2447391,24.8,958,26.21
59650_011,663639.99,2633999.99,22.35,625,2.485
59598_001,663640.23,2630831.66,22.3,1704,4.4725
59449_001,663644,2608805,25,6848,39.27
63164_006,663650,2090500,20.5,691,5.405
12220_001,663667.09,1888338.91,15.5,270,53.62
77290_002,663678,2442255,29.65,3390,34.135
59339_006,663693,2631772,22,1260,4.115
63113_036,663694,2086616,11.6,74,3.745
59650_010,663704.09,2634802.07,27.16,4123,15.9925
59044_003,663764,2625359,20.5,3505,10.5425
59122_011,663790.75,2576316.37,23,3751,2.055
66148_002,663841.67,1723398.36,11.1,2428,4.335
63164_004,663875,2092000,20,2844,8.3875
58194_004,664047.17,2221620.17,26,1763,3.11
12145_011,664055,1900609,28.7,187,12.8
89124_001,664073.12,2372215.4,25,446,21.8875
89309_001,664127.37,2364418.62,27,2360,24.6625
77116_001,664261,2417377,21.7,1108,30.835
59024_002,664273,2593270,23.9,3803,5.585
12200_002,664337.95,1911390.89,17.3,847,32.3325
11145_002,664365,1803729,23,4026,28.7125
02330_001,664375.48,2540209.42,30.4,1292,20.3925
02011_002,664400.69,2488348.95,38.5,714,23.635
34069_001,664447.78,1819264.23,17.3,2833,37.425
02173_005,664449,2512668.99,19.5,6165,16.44
89313_001,664500,2331050,41.9,368,32.4375
63019_002,664514,2088705,16,2592,6.025
12145_014,664528.44,1893386.1,22,403,36.7225
59339_007,664586.05,2632134,24,2656,24.2175
58260_001,664609.56,2207354.29,27.1,717,39.9175
59122_001,664701.8,2575595.71,34.4,10231,8.615
34032_034,664707.83,1816617.98,25,1970,11.28
58194_006,664780.65,2221108.93,37.4,3253,15.7925
58088_001,664862.76,2222656.12,28,1022,10.185
11170_001,664922,1792947,18,694,16.965
59517_001,664950.69,2567739.44,31.6,1217,42.42
15127_001,665029,2027702,19.3,287,28.16
89368_001,665290.74,2291723.45,37,1127,68.885
02397_001,665331.84,2526688.52,23.3,1629,24.57
34178_002,665334.4,1827115.76,25,2088,30.2625
59008_004,665372.26,2593636.22,25,4604,7.9475
02465_003,665391,2450193.99,27.3,341,38.38
63455_001,665399.69,2074133.02,12.3,2011,5.8625
34183_001,665558,1810183,8.2,2357,27.755
34161_002,665594.11,1814754.33,17,2368,22.7725
77325_001,665671,2380338,41.2,2054,25.8225
02257_001,665802.69,2536754.22,18.4,776,9.24
59206_001,665862.48,2577622.96,32.3,3536,10.7575
02355_001,665900,2545486.99,24.8,1413,55.65
77347_002,665924,2386300,31.15,1400,28.9225
59124_001,665997,2623142.99,26,2054,36.2525
58300_001,666003,2232014,28,2041,16.61
77385_001,666038,2428169,26.8,1620,30.725
03118_001,666070,2121922,13.8,4441,46.1325
03049_001,666128.01,2146440,19.6,372,42.625
89388_002,666129,2327765,28,485,34.6125
63262_001,666134.48,2078176.41,17,6082,25.9625
66016_003,666182.08,1719715.19,18,2961,9.605
63275_001,666182.71,2060589.95,11.3,1082,25.305
89274_001,666220,2357160,34.55,877,20.51
89255_001,666223.95,2370458.94,25.5,565,24.7725
59387_002,666229.37,2588893.52,19.1,1905,18.7
34038_001,666318,1854497,25,1752,34.0875
77260_001,666405,2391700,27.3,2585,19.38
03275_002,666410,2169250,14.7,1393,52.125
34096_001,666420,1841152,28,328,36.5175
59122_009,666469.72,2574475.34,22.1,4312,16.165
63069_002,666530.36,2081411.6,31,8378,7.465
03133_001,666533,2128589,27,1198,55.045
77321_001,666655,2378090,31.9,882,56.5825
63193_002,666706,2086055,15.5,4926,12.27
77032_001,666706,2411425,43,720,44.5675
34310_001,666899.43,1823995.27,22.3,2084,23.015
15168_001,666924.05,1997941.02,18.65,195,31.675
34028_001,666936,1844144,25.2,4492,41.3775
58300_004,667025,2229610,32,839,19.2675
02691_011,667054,2539800.99,15.9,2430,2.1775
89255_002,667062,2368587,26.5,829,11.8275
02336_001,667099.02,2519597.03,33,669,17.32
77472_002,667116.01,2431413,32.3,1113,48.845
89287_003,667130,2352779,21.1,1658,22.1625
02691_016,667137,2540875,54.95,2507,10.855
15022_001,667153,2022641,24.3,35,8.055
59419_002,667160,2614963,14.9,1306,27.7525
66016_001,667261,1718470,8.2,80,50.4575
63200_001,667350,2093020,17.85,1536,30.6025
59574_001,667447.13,2595690.67,25.45,5687,11.185
11262_013,667450.13,1795527.26,16,1853,7.0825
02172_002,667489.06,2480770.94,19.8,321,53.1225
59574_002,667523.26,2598380.35,27.9,3042,16.1875
89420_001,667524.13,2283345.47,20.5,934,106.86
59080_002,667571,2607278,23.3,2399,21.53
03039_001,667577.98,2159071.91,22.4,269,47.6525
77319_001,667670,2400005,28.26,556,58.365
15119_001,667710.58,2030529.6,21,1243,26.35
02691_013,667783.2,2538635.37,21,4138,1.67
89440_001,667805.7,2337049.66,29.4,552,37.3175
58064_001,667821.55,2255663.39,36,338,49.1825
34140_001,667935,1819531,11.8,3432,13.3575
02287_001,667961.4,2530318.73,30.3,937,36.8975
89287_001,668060.22,2355012.94,38.3,1788,17.12
02691_010,668099.89,2539974.63,24.3,4717,1.3325
02340_001,668252.03,2536471.99,35,4168,22.3175
63124_004,668255.63,2082684.29,15.7,4134,7.3025
63240_001,668277,2115441,30,2383,70.37
34135_001,668287.03,1807376.99,22.1,1948,24.5625
63148_001,668306.94,2101525.46,20.8,1121,41.92
02691_008,668385,2539408,16.7,1913,0.3625
59593_001,668398.32,2582448.82,34.6,3979,44.16
02738_003,668580,2518452,24.1,6273,10.5475
02163_002,668665,2443475,11,2709,23.1125
59227_001,668681.14,2596915.22,20,4070,5.34
63411_001,668684.57,2065836.49,12,457,14.5325
34258_001,668819,1830183,5.7,1252,20.8825
02014_001,668846.01,2512363.98,36.3,1492,47.505
02543_001,668853,2463950,25.3,1467,66.4875
11262_014,668887.79,1796837.29,17.8,903,17.2275
15108_001,668950,1991723,23.5,276,46.185
89189_003,668970,2366190,35.1,218,8.6025
63133_001,668971.29,2085164.31,7.5,597,3.18
02691_005,669023,2538980,26.1,4995,1.88
63148_002,669034,2099169,17.5,1717,30.265
77240_001,669039,2423173.99,40,1994,38.0175
02691_014,669060.14,2537765.32,24,2111,2.2375
66048_001,669100,1715439.01,12.3,878,77.49
15119_002,669157.84,2025414.88,34.3,242,14.6625
02057_001,669290,2556270,24.8,1206,62.4775
11145_001,669336.42,1798156.55,18,1984,67.41
89387_007,669400.54,2355178.28,17.65,1667,1.865
89387_008,669407.5,2356390.24,18,978,2.3425
59002_002,669473,2592743.99,21,2176,10.405
15245_001,669513.91,2005442.91,24.2,181,35.0625
63227_001,669525.76,2075819.01,23.8,4674,29.29
48034_001,669581.96,1936164.96,26.65,1546,39.355
02691_001,669613.97,2540717.02,36.5,6369,6.8425
02770_001,669708.08,2486048.24,23,5541,22.68
48034_003,669790.98,1941326.12,27,342,29.51
89162_001,669798.99,2364148.99,17.3,856,15.9075
03085_001,669827,2172476,18.6,417,16.265
02691_012,669831.02,2539645.97,23.1,2775,2.425
34130_001,669921.6,1836290.21,17,1156,31.045
34032_007,669971.42,1815366.91,20,1560,6.665
12115_002,670090,1885225,23,202,29.9275
58134_002,670096,2215730,18,1468,23.51
58279_001,670105,2240095,33,142,20.2775
12067_001,670154.94,1871663.42,26.4,1,22.8675
77182_002,670176,2419777,31,2286,43.1175
89189_001,670190,2367848,40.5,469,30.345
89338_002,670337,2357407,24,1631,4.9375
89387_001,670357.63,2355945.47,33,6424,2.91
43088_002,670390.39,2032365.43,37,151,25.6875
59092_001,670452,2588489,30,3210,14.165
02691_004,670625.58,2538002.92,28,2369,1.9925
63284_003,670641,2089447,26,4044,2.61
34032_019,670690.02,1814213.27,27,1131,14.055
02236_003,670730.35,2499280.13,36,519,57.1975
59313_001,670761.86,2585698.84,12.8,869,14.7975
34032_008,670784.01,1816707.68,16.9,2152,1.6775
63472_001,670881.71,2066942.52,21.3,961,19.93
89399_003,670917,2360658,14.5,266,8.39
02290_003,670923.01,2450594,25,220,16.535
34032_001,670947,1818466,15,1511,4.8775
03316_001,670962,2185325,13.5,907,52.98
63178_004,671040.01,2060190,18,5257,10.68
63178_005,671050,2061275,18,3099,7.6225
59213_001,671098.22,2572837.82,21.5,1597,43.4525
02226_001,671100,2482819.99,27.8,1240,12.2275
59631_002,671134.6,2563754.54,24.1,1415,38.6225
34032_030,671200,1811350,17.5,467,14.0675
34032_010,671215.65,1815915.64,28,4682,0.8625
63052_001,671225.24,2052402.4,20.4,2249,38.2125
63432_001,671250,2109250,20,895,61.9025
77208_001,671260,2388385,36.81,1089,36.175
63133_002,671327,2085333,28,4287,38.09
89419_002,671338.18,2304979.99,36.6,1561,11.555
59205_001,671412.33,2593665.92,27.3,4377,9.325
63188_001,671418.95,2074914.03,11,1189,20.16
34032_018,671448.46,1816655.32,22,3790,0.9975
02738_005,671461.06,2518060.32,27.3,2819,22.255
89387_009,671466.71,2356252.88,38.8,3699,4.6525
63054_003,671558.02,2057407.93,14.7,1172,26.365
89067_001,671605.53,2334684.86,32,432,11.0625
34032_020,671627,1815808,19.2,2510,0.3075
02525_001,671629,2542035.99,17.5,848,20.9775
59314_001,671694.76,2597943.09,30.3,3015,18.505
77379_001,671735.03,2395328.97,20.4,7001,46.29
89484_002,671803.7,2323889,31.44,132,26.325
02549_001,671846.99,2536361,32.7,1131,20.8775
89338_001,671929.98,2358067.95,16,548,4.955
02756_001,671931,2532772,18.8,426,24.25
34053_002,671967.5,1846975.51,24,143,41.95
02722_002,671972.52,2487607.22,26.8,8454,4.9475
02245_002,672060,2489909.99,22.5,2988,11.49
12211_003,672181,1903224,10,42,20.265
59361_003,672189,2591551,23,5170,7.2375
03026_001,672330,2162780,18.5,560,26.9225
89464_002,672336.73,2343494.47,15,3173,26.3675
34032_011,672370,1817164,21.5,8981,3.8025
89387_010,672437.13,2355584.58,25.75,3585,9.5775
63106_001,672438,2083989,14.51,1540,26.0925
48142_001,672449,1961929,22.4,108,25.98
34032_006,672459.97,1816088.11,16.1,3336,0.8975
63457_001,672464.3,2070973.07,16.3,1240,6.2775
48005_001,672517.23,1953934.47,17.2,75,12.2725
02290_004,672622.79,2451187.52,27,196,12.1975
02243_002,672628.31,2490685.53,22,1120,16.72
34224_001,672688,1828832,27.8,2713,32.6425
34032_021,672764.84,1815315.76,14.5,2987,2.01
59100_001,672837,2605096.99,37,2367,26.915
89399_001,672840,2363040,39.75,934,17.115
03043_002,672865,2133160,19.8,1030,52.7775
48002_001,672877.17,1984649.32,25,190,31.6825
34032_015,672949,1816560,13.5,1169,0.355
63213_002,672970,2094705,22.35,1599,33.235
03254_004,673026,2145329,20.5,4590,68.0925
02064_002,673070,2484536.99,28,2944,13.765
02395_001,673125,2502525,30.65,846,32.6875
89443_001,673132.03,2348543.05,26.75,2218,25.1475
48032_001,673144.97,1958971.09,17.3,129,19.38
02304_002,673230,2518899.99,15.25,537,2.0525
43123_001,673309.36,2037943.51,22.7,459,39.375
89373_001,673494,2357719,27,13,5.5525
59403_001,673507.07,2603224.68,28,1271,11.635
63052_002,673632.33,2049956.56,7.3,384,20.37
59179_003,673654,2588954.99,20,838,9.64
48140_001,673697.99,1977509.71,18,2000,31.085
43120_001,673706.52,2043361.2,20.2,1322,17.56
48099_002,673736.08,1946282.9,27.5,1220,24.52
89419_001,673815.65,2304972.99,30.2,853,61.4525
02805_001,673848.08,2486934.23,17.5,1896,3.8
58258_001,673855.09,2209322.14,30,550,50.5025
34025_001,673955,1824095,16,2353,26.1425
02323_001,674039.94,2547776.15,30.5,675,52.5075
03013_003,674049.35,2178585.6,26,1367,32.9875
63453_001,674081.2,2085721.55,18,2554,30.2075
34032_014,674146.97,1816652.69,12.7,1852,1.9825
34037_001,674155.49,1818821.61,14.68,3431,24.385
77512_002,674185,2430755,25.5,1176,42.5825
63261_001,674257.13,2062226.31,18.5,1897,34.955
34329_001,674328.43,1804758.44,22.3,667,65.9
89018_001,674338,2338209,25,2124,21.4275
34032_013,674341.71,1814191.16,23,1176,10.325
03040_001,674435.1,2172427.7,32,2785,25.01
03073_001,674437,2164916,13.5,487,31.8625
02585_001,674456.99,2474760.31,25,260,31.24
34032_016,674472,1815559,23,5191,3.48
12082_001,674555,1878663,35.2,23,33.3875
48009_003,674569,1969625,27.3,764,28.6175
34298_001,674641,1810304,19.3,3695,10.745
59172_006,674679.99,2592099.99,24.8,5338,7.155
03065_002,674688,2157684,21.55,519,37.5875
02186_001,674729.98,2442199.97,41.5,2732,48.035
89037_001,674749,2329356,27,2029,43.2725
02805_002,674846,2486199,42,1034,10.44
58218_002,674854.65,2242545.61,15,1182,21.6125
02304_003,674865,2518283,30.8,2649,13.0025
02383_001,674904,2539585,14.1,1052,25.5625
89239_005,674915.01,2354262,27.3,1019,7.785
48140_002,675014.1,1979656.92,24.15,787,11.96
89003_001,675073.67,2319598.98,26.8,1574,50.28
59335_001,675165,2609488,19.9,1799,24.6175
03013_001,675283.23,2176714.62,21.8,1446,9.7775
02290_001,675330,2447940,24.6,1346,11.87
89338_003,675331.95,2359199.59,27.1,642,23.4825
59632_001,675358.87,2598273.8,26.5,4889,16.82
48092_001,675360,1950165,18,2156,7.6675
59179_004,675429.5,2589911.53,20.5,5424,8.3825
77093_001,675622,2419153,40.8,655,45.74
34109_001,675628,1836053,6.2,698,14.03
34299_002,675657,1807480,33,4392,17.6325
59037_002,675710,2577940,17,3222,29.835
02618_001,675794,2558515,26.1,1036,39.03
12168_001,675940.99,1893449,25,358,34.635
02131_002,675950,2489124.99,22,1241,11.825
59172_005,676020,2593319,16.9,4760,4.5475
63022_001,676067,2049285,18,2313,17.8975
03190_009,676078.64,2175727.06,21,3173,4.875
63185_002,676104,2053351,17,806,28.14
02124_001,676149.02,2527238.05,29.5,1723,65.475
59284_001,676153,2603137.99,34.5,1137,11.4575
02680_001,676161,2511743.99,23,1416,16.0075
77444_001,676260,2411720,32.3,498,37.7525
43258_001,676415.54,2042795.68,25.5,2350,29.52
34336_001,676459.75,1815175.06,28.3,1953,11.535
03190_005,676506.29,2174215.93,28,6925,3.4175
02168_003,676853.81,2449284.04,26.3,2634,9.8875
02168_001,676876.84,2452120.91,33.7,4166,31.8575
59651_001,676938,2593008,21,2205,4.6325
02651_001,677049,2517404,34.8,776,33.6
59285_001,677113.2,2585853.46,26.7,1750,21.595
63050_001,677225.02,2046003.08,17.8,4150,14.44
03321_004,677262,2172292,18,2353,8.465
63194_001,677275,2092950,21.7,1357,33.345
59139_003,677403.7,2570263.08,25,7963,12.4925
03080_001,677452,2124120,24.2,1411,43.9225
89240_001,677521.24,2353999.2,19.4,599,20.3925
34324_001,677545.96,1805499.06,31.25,5285,61.4025
03190_001,677549,2176258,21.75,598,5.66
03258_001,677579.27,2131551.81,27,1557,25.25
03114_002,677612.29,2154128.79,22.5,484,39.24
59485_002,677628.3,2575439.37,23,2229,29.4375
77402_001,677648,2425968,36,328,35.9925
89206_006,677650,2331500,20.9,2246,11.7075
03321_008,677700,2173880,22,3020,3.4575
77187_001,677794.01,2379969,24.1,612,49.4625
48107_001,677844.23,1948626.34,30.3,1377,56.655
59526_001,677878.35,2605078.54,35.12,3801,10.475
63210_001,677879.23,2103132.21,22.1,2007,37.66
59526_002,677885.63,2606979.4,22.4,4490,10.1075
58105_002,677919.38,2206250.64,31.6,501,48.495
59139_004,678069.99,2568699.99,23.9,788,14.905
63459_001,678108.29,2113778.23,30,1218,22.965
59393_002,678173,2612829.99,29,1868,22.14
02334_001,678250,2551450,27.5,1903,31.0125
59413_001,678310,2565930,20.3,2474,32.6925
34064_002,678407.05,1876114.13,24,10,13.5125
34300_001,678479.58,1825956.07,27.3,4117,37.44
34237_002,678533.45,1834722.01,8,1650,31.6325
02828_001,678559,2492246.96,33.4,533,42.555
03025_001,678577.2,2160440.6,27,958,31.385
03321_009,678616.35,2175045.65,30,1899,2.945
58127_001,678635,2246562,35.5,167,31.2025
02111_001,678736.1,2504280.85,32.5,670,19.555
58304_001,678740,2262500,29.5,797,28.905
03321_005,678760.34,2174075.54,20.7,1584,4.005
34064_003,678849.77,1872653.95,19.8,291,39.39
02187_002,678867.03,2449826,55.6,5551,16.465
77289_001,678884,2392556,34,558,50.8625
63040_001,679073.96,2079412.82,13.8,2689,36.8075
34142_001,679253.98,1857261.65,25,68,8.025
77519_002,679294,2406404,37.5,822,68.7825
34073_002,679355.09,1813285.08,21,1790,8.4175
34300_002,679458,1821278,17,264,27.195
89278_001,679488.18,2351098.18,22.4,326,22.445
63415_002,679586.33,2062153.1,21.8,958,29.515
59302_001,679586.65,2596968.92,25,3759,11.605
63201_001,679625,2108300,32.3,984,58.315
02095_003,679660,2554660,35.5,3569,30.69
63400_001,679676.95,2117195,23,684,23.77
59526_005,679695.99,2606507.99,19.8,1358,10.705
89483_002,679704.04,2363086.49,36.7,511,46.765
59603_001,679729.07,2593996.4,21.6,1355,11.405
89278_003,679878,2349431,32.9,173,11.9475
34142_003,679897,1858950,25,3869,15.565
03286_001,680000,2168000,24.8,758,34.2
58233_001,680003.48,2233981.31,35.6,172,34.45
59558_001,680036,2584067,23.8,1472,31.8175
02721_001,680110.86,2535482.68,32.3,1530,35.6975
03321_003,680135.36,2176057.54,42.4,106,18.02
89311_001,680199.99,2306325,31.9,1089,48.915
59589_002,680200,2590299.99,21.5,3064,15.3975
48039_002,680259.56,1940278.91,25,704,28.6625
89206_003,680485.39,2330851.35,49.9,4092,38.905
59491_001,680499.64,2600140.96,36.8,1855,9.7825
59118_002,680507.85,2560570.53,20,1560,21.95
77287_001,680758,2422823,25.95,551,41.095
59321_001,680775.01,2569750,11.7,1145,16.0775
02280_006,680796.1,2456250.39,27,186,8.725
02602_001,680870,2500015,35.55,2322,20.9075
34209_001,680909,1812189,21.1,2002,34.3125
34181_002,680998.14,1837682.56,17.3,1019,13.3875
34142_002,681111.03,1862148.03,30,1176,36.805
58232_002,681173.76,2223334.39,31.6,711,41.465
63195_001,681194.63,2092579.65,21.25,3406,29.8075
59459_001,681222,2597430,23.5,2381,3.32
02714_001,681246.85,2487677.64,40.5,1300,25.85
48056_001,681399,1943377,13,194,7.9625
59564_001,681420,2595660,6.85,422,0.3925
43040_002,681485,2034910,17.8,1314,26.8625
43040_001,681527.85,2031728.97,14.3,5539,43.675
34009_001,681635,1830011,17.1,1196,24.725
34220_002,681771.76,1854387.88,17,142,22.9275
77301_001,681851,2411233,27.7,389,45.925
59369_001,681978.49,2590317.69,23.3,2779,10.93
63195_003,681993.26,2095162.01,28.5,557,32.705
48063_001,682073,1974495,30.2,851,29.775
89142_001,682089.99,2346844.99,33,173,27.2375
10382_001,682127,2380937,22.4,752,58.93
59606_014,682269.02,2596023.05,26.4,3786,2.185
59491_005,682369,2599766,22,3904,3.7075
59014_001,682398.02,2597589.99,38,2593,2.49
03298_001,682423.91,2145229.08,25.5,2674,54.7925
34166_001,682518.28,1818240.23,33,86,20.255
02540_002,682639.01,2442741,37,270,54.5325
58310_002,682676,2264930,18,188,57.2475
59603_003,682740,2593660,27.25,2597,4.55
02280_002,682800,2458646,48.5,519,37.935
59014_003,682803.69,2598254.38,23.6,4802,1.7025
89469_002,682895.55,2374143.72,32,259,35.6025
